9999999;1;M;008751000499;;;07/01/2013;07/01/2013;1;1;1;N;REC;;;
9999999;1;M;006996000118;;;07/01/2013;07/01/2013;1;2;1;N;REC;;;
9999999;1;M;004588330006;;;07/01/2013;07/01/2013;1;3;1;N;REC;;;
9999999;1;M;009002710087;;;07/01/2013;07/01/2013;1;4;1;N;REC;;;
9999999;1;M;004589700003;;;07/01/2013;07/01/2013;1;5;1;N;REC;;;
9999999;1;M;004532410015;;;07/01/2013;07/01/2013;1;6;1;N;REC;;;
9999999;1;M;004597480001;;;07/01/2013;07/01/2013;1;7;1;N;REC;;;
9999999;1;M;376020010001;;;07/01/2013;07/01/2013;1;8;1;N;REC;;;
9999999;1;M;002006510073;;;07/01/2013;07/01/2013;1;9;1;N;REC;;;
9999999;1;M;000756500025;;;07/01/2013;07/01/2013;1;10;1;N;REC;;;
9999999;1;M;008658000628;;;07/01/2013;07/01/2013;1;11;1;N;REC;;;
9999999;1;M;134860010080;;;07/01/2013;07/01/2013;1;12;1;N;REC;;;
9999999;1;M;125060010159;;;07/01/2013;07/01/2013;1;13;1;N;REC;;;
9999999;1;M;004578740001;;;07/01/2013;07/01/2013;1;14;1;N;REC;;;
9999999;1;M;004585500003;;;07/01/2013;07/01/2013;1;15;1;N;REC;;;
9999999;1;M;243830010023;;;07/01/2013;07/01/2013;1;16;1;N;REC;;;
9999999;1;M;008705010025;;;07/01/2013;07/01/2013;1;17;1;N;REC;;;
9999999;1;M;272670010074;;;07/01/2013;07/01/2013;1;18;1;N;REC;;;
9999999;1;M;180380010018;;;07/01/2013;07/01/2013;1;19;1;N;REC;;;
9999999;1;M;180190010033;;;07/01/2013;07/01/2013;1;20;1;N;REC;;;
9999999;1;M;160550010109;;;07/01/2013;07/01/2013;1;21;1;N;REC;;;
9999999;1;M;000869000037;;;07/01/2013;07/01/2013;1;22;1;N;REC;;;
9999999;1;M;214680010004;;;07/01/2013;07/01/2013;1;23;1;N;REC;;;
9999999;1;M;376590010001;;;07/01/2013;07/01/2013;1;24;1;N;REC;;;
9999999;1;M;003008180043;;;07/01/2013;07/01/2013;1;25;1;N;REC;;;
9999999;1;M;318210010002;;;07/01/2013;07/01/2013;1;26;1;N;REC;;;
9999999;1;M;370410010401;;;07/01/2013;07/01/2013;1;27;1;N;REC;;;
9999999;1;M;006000010001;;;07/01/2013;07/01/2013;1;28;1;N;REC;;;
9999999;1;M;009178000081;;;07/01/2013;07/01/2013;1;29;1;N;REC;;;
9999999;1;M;006345580001;;;07/01/2013;07/01/2013;1;30;1;N;REC;;;
9999999;1;M;519800300258;;;07/01/2013;07/01/2013;1;31;1;N;REC;;;
9999999;1;M;180760900021;;;07/01/2013;07/01/2013;1;32;1;N;REC;;;
9999999;1;M;197640010149;;;07/01/2013;07/01/2013;1;33;1;N;REC;;;
9999999;1;M;000523430017;;;07/01/2013;07/01/2013;1;34;1;N;REC;;;
9999999;1;M;004594270001;;;07/01/2013;07/01/2013;1;35;1;N;REC;;;
9999999;1;M;004568600022;;;07/01/2013;07/01/2013;1;36;1;N;REC;;;
9999999;1;M;009251000351;;;07/01/2013;07/01/2013;1;37;1;N;REC;;;
9999999;1;M;055200762302;;;07/01/2013;07/01/2013;1;38;1;N;REC;;;
9999999;1;M;007000530078;;;07/01/2013;07/01/2013;1;39;1;N;REC;;;
9999999;1;M;174540010239;;;07/01/2013;07/01/2013;1;40;1;N;REC;;;
9999999;1;M;233190011301;;;07/01/2013;07/01/2013;1;41;1;N;REC;;;
9999999;1;M;259170010203;;;07/01/2013;07/01/2013;1;42;1;N;REC;;;
9999999;1;M;378780011227;;;07/01/2013;07/01/2013;1;43;1;N;REC;;;
9999999;1;M;283750010064;;;07/01/2013;07/01/2013;1;44;1;N;REC;;;
9999999;1;M;277960010092;;;07/01/2013;07/01/2013;1;45;1;N;REC;;;
9999999;1;M;277910010016;;;07/01/2013;07/01/2013;1;46;1;N;REC;;;
9999999;1;M;285290010035;;;07/01/2013;07/01/2013;1;47;1;N;REC;;;
9999999;1;M;278340010016;;;07/01/2013;07/01/2013;1;48;1;N;REC;;;
9999999;1;M;308200010003;;;08/01/2013;08/01/2013;1;1;1;N;REC;;;
9999999;1;M;236070040046;;;08/01/2013;08/01/2013;1;2;1;N;REC;;;
9999999;1;M;345760010017;;;08/01/2013;08/01/2013;1;3;1;N;REC;;;
9999999;1;M;343090010009;;;08/01/2013;08/01/2013;1;4;1;N;REC;;;
9999999;1;M;191740010086;;;08/01/2013;08/01/2013;1;5;1;N;REC;;;
9999999;1;M;218730010010;;;08/01/2013;08/01/2013;1;6;1;N;REC;;;
9999999;1;M;159810011301;;;08/01/2013;08/01/2013;1;7;1;N;REC;;;
9999999;1;M;203110010007;;;08/01/2013;08/01/2013;1;8;1;N;REC;;;
9999999;1;M;227450010011;;;08/01/2013;08/01/2013;1;9;1;N;REC;;;
9999999;1;M;224760010086;;;08/01/2013;08/01/2013;1;10;1;N;REC;;;
9999999;1;M;301390020101;;;08/01/2013;08/01/2013;1;11;1;N;REC;;;
9999999;1;M;305090020101;;;08/01/2013;08/01/2013;1;12;1;N;REC;;;
9999999;1;M;377320010001;;;08/01/2013;08/01/2013;1;13;1;N;REC;;;
9999999;1;M;378990010001;;;08/01/2013;08/01/2013;1;14;1;N;REC;;;
9999999;1;M;371650010003;;;08/01/2013;08/01/2013;1;15;1;N;REC;;;
9999999;1;M;301690030001;;;08/01/2013;08/01/2013;1;17;1;N;REC;;;
9999999;1;M;361860010101;;;08/01/2013;08/01/2013;1;18;1;N;REC;;;
9999999;1;M;293070030101;;;08/01/2013;08/01/2013;1;19;1;N;REC;;;
9999999;1;M;270610020101;;;08/01/2013;08/01/2013;1;20;1;N;REC;;;
9999999;1;M;326860010004;;;08/01/2013;08/01/2013;1;21;1;N;REC;;;
9999999;1;M;377040010001;;;08/01/2013;08/01/2013;1;22;1;N;REC;;;
9999999;1;M;337860010003;;;08/01/2013;08/01/2013;1;23;1;N;REC;;;
9999999;1;M;226990010302;;;08/01/2013;08/01/2013;1;24;1;N;REC;;;
9999999;1;M;193130010402;;;08/01/2013;08/01/2013;1;25;1;N;REC;;;
9999999;1;M;230830010022;;;08/01/2013;08/01/2013;1;26;1;N;REC;;;
9999999;1;M;213210120013;;;08/01/2013;08/01/2013;1;27;1;N;REC;;;
